participant_id,beauvis_bar_geo,beauvis_bar_icon,vibratory_bar_geo,vibratory_bar_icon,beauvis_pie_geo,beauvis_pie_icon,vibratory_pie_geo,vibratory_pie_icon,beauvis_map_geo,beauvis_map_icon,vibratory_map_geo,vibratory_map_icon
c6e521a5-0831-4172-b8b2-66dfe945a24d,,,,,3.25,5.1,5.0,5.0,,,,
dddc42d1-3f72-4f37-b438-eea0cd14fca0,,,,,4.1,3.05,3.5,1.0,,,,
03c7c8be-91dd-4fb3-9a93-f214f1c456b2,,,,,4.0,3.7499999999999996,3.25,2.0,,,,
3a4124d9-7d96-4a60-bcfb-68b04e7fb661,,,,,6.05,6.3,3.75,1.0,,,,
3f871e52-8664-4df6-a9e6-0cb2553b38e9,,,,,3.85,4.6,4.5,4.5,,,,
020c669f-3fcf-4fe1-87ef-c91557b8178a,,,,,6.1,4.45,3.75,4.0,,,,
a3f6e3fd-b776-47e4-8173-e6d2e49f6032,,,,,4.65,1.0,3.0,1.25,,,,
c6720fce-2983-4290-b004-3d7c42d3eca5,,,,,5.4,5.0,3.0,2.75,,,,
0e67f8b4-3c42-43aa-bced-d8cda63fc5eb,,,,,4.5,5.5,5.0,3.75,,,,
56405fd0-e189-4028-8b13-b0c3fef209c5,,,,,4.6,5.0,3.0,4.25,,,,
b25e2c92-e785-4390-8fd7-5dc4e2cc7d7c,,,,,4.9,3.45,5.0,2.5,,,,
09bba4d9-b967-467a-8130-ddf46356ad55,,,,,4.9,5.6,2.25,1.5,,,,
cba508d2-72de-4b76-9d60-1b9a34427b8a,,,,,5.3,5.35,4.5,2.75,,,,
7eb455c6-d00c-476a-aa1a-369790416db8,,,,,4.95,3.05,4.5,2.0,,,,
8a72ea2f-45d4-4451-ade5-d28f5f170d58,,,,,3.8499999999999996,1.7,2.0,2.75,,,,
59067d43-8479-43ce-833c-c285eeb9b641,,,,,3.8,3.4499999999999997,4.25,2.25,,,,
b87af77c-a7b5-41aa-82a6-dd91959a9d13,,,,,3.4,4.7,6.25,4.0,,,,
a4dcdcbf-f07d-485a-936e-20bd4c3a4cd7,,,,,2.0,3.2,5.0,3.75,,,,
e5639ec2-c284-4916-aa24-46149c5fae0a,,,,,5.1499999999999995,4.8999999999999995,4.0,2.5,,,,
30043d00-c474-421c-a5a0-e5c9eb5914a6,,,,,4.45,4.95,4.75,2.75,,,,
1b0c60a9-2b22-4fc8-a90e-e9c387d255b8,,,,,3.5,4.0,4.0,2.5,,,,
495732f4-d1bc-4608-abe4-d38855ede69c,,,,,5.6,5.1,2.0,1.25,,,,
5b2205bd-33f7-4200-b348-f1736b862821,,,,,7.0,7.0,7.0,7.0,,,,
e200b3a0-bf4d-4464-8019-aad31c65d3a9,,,,,4.25,6.0,4.25,3.25,,,,
cdbee915-68c9-43b8-b7df-5a3b20661b5c,,,,,4.8,6.0,3.25,1.75,,,,
970f40f0-f55b-45c9-9973-42859fc03f27,,,,,3.6,3.65,6.0,5.75,,,,
527b8e48-4f9b-47b0-8942-b1b83c0c0ba4,,,,,2.75,3.85,5.5,3.75,,,,
a7647b6b-1321-4175-a0c4-98e7cb2cfcad,,,,,5.5,5.3,2.5,1.5,,,,
d0d6b7cb-8f5b-4fe0-bb85-a0b445556e7a,,,,,6.5,7.0,4.75,1.0,,,,
a51840c2-3f46-4aa5-a2f9-df4cff12b349,,,,,3.1999999999999997,6.300000000000001,5.5,1.0,,,,
a290e6ef-b661-4fd9-9f92-4863607d4b7d,,,,,3.3499999999999996,4.1499999999999995,2.5,1.75,,,,
4f154643-75b5-4a25-82a0-a30b76c8e1ad,,,,,6.7,4.05,2.75,3.25,,,,
7822c18c-2c05-430b-bc1b-fdc45d0b0892,,,,,3.65,3.7,5.75,3.25,,,,
4b28d11c-34b9-4163-a51d-9823d3805997,,,,,5.0,5.1499999999999995,3.5,1.0,,,,
c397041f-ba4a-4927-809b-887291f06e55,,,,,5.8,5.25,4.25,2.75,,,,
9a5d733a-b39b-462b-9c54-1b4ef33a0742,,,,,4.2,3.8000000000000003,3.75,3.75,,,,
666fae11-2777-4461-861c-478d1d394936,,,,,3.8499999999999996,5.05,4.5,4.0,,,,
8d4838b4-4631-418f-8969-bea67e51d9b1,,,,,3.35,4.6,6.0,3.5,,,,
feb5872f-0555-470c-bb46-0ae2ef8db911,,,,,4.6000000000000005,4.75,3.25,1.25,,,,
506757ad-4432-41bb-bc43-8ccfce221b87,,,,,4.2,4.6,5.5,4.25,,,,
289ff773-3341-438d-9d4a-ae0067eecdaa,,,,,3.8000000000000003,5.449999999999999,5.25,2.75,,,,
2ebd2f6b-4e6e-40a5-8bb1-333a5f8ad440,,,,,4.5,4.95,4.5,4.5,,,,
7339a1d4-aada-41bf-8f31-df477d97bef8,,,,,5.3,5.1,2.75,2.25,,,,
97ea41c5-2a01-44a2-8d7c-797dcb5fb727,,,,,4.4,5.4,4.25,5.0,,,,
5af072f1-3725-4be7-8adb-81aa58cae1ae,,,,,,,,,3.9499999999999997,3.15,3.25,1.75
50d55800-34bb-4277-b928-141caf6f3675,,,,,,,,,4.95,2.1,3.0,3.0
1d6ced76-1b9f-47fd-b648-3a67d75dde2e,,,,,,,,,3.6,3.55,2.75,1.5
77fa1ec7-9573-4b5d-9964-cd1ca84f0191,,,,,,,,,3.5000000000000004,2.15,4.75,4.5
81a69e56-3243-4b0f-ac90-5d9848511be9,,,,,,,,,2.85,3.15,4.75,5.0
bc7cf8e3-3a43-4a8a-899b-12b160c3dfe2,,,,,,,,,4.35,3.85,2.0,2.75
0784c99f-b5e5-4804-8677-afdfce7487dd,,,,,,,,,2.7,2.55,4.5,1.75
f3812f90-c2bc-4fe6-9b19-e0341371c6de,,,,,,,,,2.95,2.3499999999999996,4.0,4.5
a3d89d3d-40dd-42fb-8ef8-7ff22027fb77,,,,,,,,,5.15,2.75,3.25,1.0
c825d6be-8f13-4e91-bd83-1fed4280b69f,,,,,,,,,5.55,5.700000000000001,2.5,1.25
c8389cf4-e354-48f7-843c-c868063be021,,,,,,,,,2.7,2.8000000000000003,5.25,1.0
f0f0793a-6153-4164-8cf1-9ad659e86e1a,,,,,,,,,3.0,2.5,5.25,5.25
47db3f71-ef4f-498d-bee7-f4ff654e0725,,,,,,,,,3.95,4.1,3.0,2.25
48efbbf0-1b24-44cc-bdb9-1cbfc78ef2e1,,,,,,,,,2.9,3.5,4.75,3.5
8ede123c-4b5e-4880-8097-ced36f129d3e,,,,,,,,,4.35,5.1,5.0,4.25
88070009-b291-42eb-9b14-a61ffca57af5,,,,,,,,,1.6500000000000001,2.35,2.5,2.25
30463a02-2018-4526-b990-e98c6505f52a,,,,,,,,,5.35,3.3,3.75,3.0
f08b6fb2-4b57-4e00-be60-5cfccf824f71,,,,,,,,,4.5,6.300000000000001,6.75,3.25
e7bb73c8-a7a2-4d64-ae49-d4ad6d3e6fea,,,,,,,,,3.9999999999999996,3.2,4.75,1.75
1200c538-0571-45a4-a65c-b710a1503e75,,,,,,,,,5.05,5.05,1.75,2.5
4a8dd110-f615-484a-96ef-d4032de70634,,,,,,,,,2.7,3.0000000000000004,1.5,2.25
f29fd3ea-db8d-4c93-943a-c92037cc9943,,,,,,,,,3.3499999999999996,3.45,3.5,2.0
b1e52807-6341-40a3-85f1-de04c6021ff5,,,,,,,,,3.55,4.95,3.0,4.5
f1073933-a6e1-467b-8f15-1b5e7733f744,,,,,,,,,3.6,2.75,2.25,2.0
cc1f3bc6-c0fd-4f6d-980b-a786d7c1d227,,,,,,,,,4.9,4.05,2.0,1.75
91d30c3f-8f3a-4af4-8164-68b60d62ce50,,,,,,,,,4.0,3.9,3.5,4.0
1ff2a4d4-441e-4ca6-8ee8-85c574cbbed5,,,,,,,,,4.9,2.4000000000000004,5.0,2.0
acbd16c6-f377-48c8-a2a0-6c1a16ca41dc,,,,,,,,,4.25,3.9499999999999997,3.75,3.75
fd1d3030-4005-499e-9e06-57570186860a,,,,,,,,,5.9,1.0,1.75,2.75
548202cd-d001-447e-ac38-967ef03a4db3,,,,,,,,,4.05,2.55,4.75,5.5
f34d9af8-c227-47b4-8015-c657a99b3fc6,,,,,,,,,2.5,4.05,5.0,3.0
a9335800-0f54-4712-aa32-6ebeae071c1f,,,,,,,,,5.25,4.050000000000001,3.75,3.75
cc109c31-d373-4e70-a089-84b6cd1d0dc0,,,,,,,,,3.9,3.3,2.0,1.75
e430b04e-102c-4c0f-a10c-ec24b9846f2f,,,,,,,,,4.55,3.25,1.0,1.25
6835f461-796e-4ecf-a1f7-5c8c00a57f16,,,,,,,,,3.45,3.0,4.75,3.5
3b52434a-dd35-4f5c-a643-4e5a3d0b7228,,,,,,,,,4.1,4.049999999999999,4.25,5.0
ceeaa3c2-dc98-42f8-9fcc-cec6cb653cbb,,,,,,,,,3.45,2.7,1.75,1.75
b8e38c9a-9785-4f18-a39e-779fdc552520,,,,,,,,,4.25,2.0,1.75,1.75
2f4d03c0-925f-43a1-84c8-08536a6edc09,,,,,,,,,2.3,2.8,3.5,3.75
f23cb275-59e5-46c0-befe-9d30e83d2e64,,,,,,,,,4.15,2.95,3.5,4.25
af23210a-a011-4764-b386-97d8c7778b97,,,,,,,,,4.050000000000001,2.7499999999999996,5.75,4.75
a9616b22-18cb-4fcc-ab66-f403c21e3d2e,,,,,,,,,3.1500000000000004,4.1,5.75,2.75
65782cc7-ea7a-4a4d-a07e-e719fa4cfbe7,,,,,,,,,5.65,2.0,5.25,3.25
d067a0b6-79a5-4f32-a28d-1fe7488eb1ff,,,,,,,,,3.5,3.7,4.75,4.0
9e05f056-4a19-4453-8a30-e13d26d4de05,,,,,,,,,2.15,4.6,4.0,2.0
b6ef9081-9c03-4d37-b641-f63cf4a6c312,,,,,,,,,3.15,2.7,6.25,5.5
8ae66fa0-a4e2-4ae8-8d2c-421441330881,,,,,,,,,5.050000000000001,4.25,5.25,3.75
e6624cd6-c7d8-4630-b501-a783d5be6ef7,,,,,,,,,2.05,1.25,4.75,4.0
d5ed18d2-db6c-466e-b7a2-8944bda53832,,,,,,,,,3.95,3.0,3.25,5.25
c822f50c-c155-4186-a0ca-57f7aec61d4e,,,,,,,,,3.25,2.75,4.25,4.25
c0f3a9d8-7dd5-49aa-992d-3d2d117a35df,,,,,,,,,3.4,3.1500000000000004,4.5,2.75
f62573eb-c3bc-434a-9456-bb8c50f8bc17,,,,,,,,,2.5,3.0,5.0,4.0
5ef08532-f678-4217-b130-555647fea1e1,,,,,,,,,4.0,2.85,4.25,1.25
